,Unnamed: 0,benchmark,program,optimizer,score,cost,input_tokens,output_tokens,optimizer_cost,optimizer_input_tokens,optimizer_output_tokens
48,48,Scone,GeneratorCriticFuser,BootstrapFewShot,97.2,14.444684999999996,2998774,437351,0.0681125,7873,4843
49,49,GSM8K,Predict,BootstrapFewShot,96.0,0.0,602590,84765,0.0,2652,649
50,50,MMLU,GeneratorCriticRanker,BootstrapFewShot,84.8,18.9298875,3923607,504967,0.0544375,8903,3218
51,51,Scone,GeneratorCriticFuser,Baseline,96.0,6.435572499999999,688525,471426,0.0,0,0
52,52,Judge,Predict,MIPROv2,60.29,2.572192500000001,1423173,4898,18.794697499999995,9817507,52778
53,53,HotpotQA,GeneratorCriticRanker,BootstrapFewShot,43.8,13.966780000000009,2852732,436839,0.0748525,8813,5282
54,54,RAGQAArena,RAG,Baseline,53.87,4.226447500000006,857967,207913,0.0,0,0
55,55,MATH,Predict,MIPROv2,36.2,0.5498574999999997,188755,7797,7.376737500000012,2631567,80011
56,56,SWEValidity,CoT,BootstrapFewShot,69.0,8.797404999999998,5018242,106412,0.0,13973,1213
57,57,Scone,GeneratorCriticRanker,BootstrapFewShotRandomSearch,98.0,12.663835000000004,2435738,451177,127.07607499999992,23208562,5316603
58,58,HumanEval,GeneratorCriticFuser,Baseline,87.8,2.490365,238722,189228,0.0,0,0
59,59,HotpotQA,Predict,Baseline,19.4,0.3425274999999996,75339,15418,0.0,0,0
60,60,MMLU,RAG,MIPROv2,83.2,1.910055000000001,362898,100281,26.96999750000008,11682322,554943
61,61,MMLU,CoT,BootstrapFewShot,85.0,3.581992499999995,847521,59503,0.011625,3226,356
62,62,HeartDisease,CoTBasedVote,MIPROv2,68.42,2.8987,950812,111415,71.10282250000006,23590269,2595691
63,63,Scone,Predict,Baseline,91.6,0.0,95338,6000,0.0,0,0
64,64,GSM8K,Predict,MIPROv2-lite,95.2,0.0,340090,77162,0.0,1405857,327656
65,65,MMLU,GeneratorCriticFuser,BootstrapFewShot,84.0,18.75349749999998,3894607,503186,0.0542575,8975,3182
66,66,IReRa,RAG,Baseline,78.59,0.4929075000000004,67863,32325,0.0,0,0
67,67,hover,MultiHopSummarize,Baseline,47.6,0.0,1416450,319854,0.0,0,0
68,68,SWEUnderspecified,Predict,Baseline,79.0,3.009615,1192242,5173,0.0,0,0
69,69,Judge,Predict,BootstrapFewShotRandomSearch,64.29,1.9062925,914273,4893,13.002294999999991,6869334,30624
70,70,MMLU,SimplifiedBaleen,BootstrapFewShotRandomSearch,84.2,4.996879999999995,1150096,211716,129.57227500000036,35015994,1972925
71,71,SWEValidity,CoT,MIPROv2,72.75,0.0,1252242,95548,66.19457749999987,29080747,1299803
72,72,HotpotQAConditional,SimplifiedBaleenWithInst,MIPROv2,36.5,2.510272500000001,1161889,58523,40.3968924999999,14715767,1229832
73,73,GSM8K,GeneratorCriticFuser,Baseline,76.6,10.454482499999983,746449,858836,0.0,0,0
74,74,SWEUnderspecified,Predict,BootstrapFewShotRandomSearch,85.0,6.235584999999995,3879042,5190,81.07612999999974,47276604,74510
75,75,SWEUnderspecified,CoT,MIPROv2,86.0,4.846545000000002,2325442,67102,57.71128000000001,25739848,911368
76,76,IReRa,RAG,MIPROv2-lite,78.96,1.0375025,288577,31606,2.4326675000000013,587467,94432
77,77,Iris,GeneratorCriticFuser,BootstrapFewShot,89.33,2.3336324999999984,464885,77142,0.0549775,7187,3701
78,78,HotpotQA,GeneratorCriticFuser,MIPROv2-lite,43.6,10.699642500000014,2064245,434319,35.396142499999925,6260389,1689045
79,79,Scone,CoT,MIPROv2-lite,99.0,1.8256050000000004,538838,47851,5.444482500000003,1402201,193898
80,80,HotpotQA,SimplifiedBaleen,BootstrapFewShot,56.0,11.0365,2888252,152067,0.11856,29332,2315
81,81,IReRa,CoT,Baseline,8.86,0.4929075000000004,67863,32325,0.0,0,0
82,82,HotpotQA,CoT,BootstrapFewShotRandomSearch,46.6,1.6080000000000003,439316,50971,14.27237000000006,3503584,551341
83,83,HotpotQA,GeneratorCriticRanker,MIPROv2-lite,43.6,10.931169999999998,2113732,445628,35.0025349999999,6011058,1732897
84,84,RAGQAArena,CoT,BootstrapFewShotRandomSearch,50.85,5.500344999999999,1012270,225303,49.86113249999989,9013249,2453169
85,85,HotpotQA,RAG,BootstrapFewShotRandomSearch,51.2,4.5513275,1200339,43032,48.01553499999994,12639898,576059
86,86,IReRa,RAGBasedRank,Baseline,78.59,1.7846199999999992,290940,105727,0.0,0,0
87,87,Iris,GeneratorCriticRanker,BootstrapFewShotRandomSearch,81.33,1.1693725000000008,118753,87249,27.10537000000009,4968916,1147588
88,88,SWEVerifiedAnnotationTask,UnderspecifiedAnnotationGenerator,BootstrapFewShot,83.0,18.484865000000006,5092242,68434,0.03587,11640,677
89,89,Judge,GeneratorCriticFuser,BootstrapFewShotRandomSearch,51.14,17.966157500000005,7890363,576921,79.81134499999993,27396514,3460822
90,90,MMLU,CoT,Baseline,84.6,1.0023125000000002,136521,66101,0.0,0,0
91,91,SWEVerifiedAnnotationTask,CoT,MIPROv2-lite,72.75,4.088005000000002,1252242,95548,37.52384250000008,10754729,495046
92,92,HumanEval,CoT,MIPROv2,82.93,0.5375850000000002,158014,29487,13.343932499999989,2605025,805856
93,93,GSM8K,CoT,MIPROv2-lite,96.2,0.0,581590,103785,0.0,1682644,404857
94,94,GSM8K,Predict,BootstrapFewShotInfer,95.8,3.239635000000001,1965590,63190,20.94423999999996,12096672,376864
95,95,HotpotQA,GeneratorCriticFuser,BootstrapFewShot,44.2,13.58469250000002,2735745,436389,0.1011225,12105,7086
96,96,SWEValidity,CoT,Baseline,72.75,0.0,1252242,95548,0.0,0,0
97,97,GSM8K,GeneratorCriticFuser,BootstrapFewShotRandomSearch,95.8,11.105712500000008,1576973,716328,187.8889575,28493063,9486414
98,98,HumanEval,Predict,BootstrapFewShotRandomSearch,79.27,0.32321,99876,7352,4.131249999999992,1036632,137327
99,99,MATH,GeneratorCriticFuser,Baseline,54.0,18.109787499999992,749043,1623718,0.0,0,0
100,100,SWEValidity,Predict,BootstrapFewShot,71.75,7.165514999999998,4533842,5187,0.0394175,15459,77
101,101,MMLU,GeneratorCriticRanker,MIPROv2,86.4,9.70440749999998,2176843,507558,91.76934500000004,26248087,4326114
102,102,Scone,Predict,BootstrapFewShot,84.2,0.8119650000000009,298838,6487,0.00546,1924,65
103,103,HotpotQA,GeneratorCriticFuser,MIPROv2,44.4,8.343907499999991,2375003,429120,83.61227999999969,18634456,4727958
104,104,Judge,GeneratorCriticFuser,BootstrapFewShot,50.29,19.287614999999963,8151106,668681,0.2126525,34213,12712
105,105,Judge,GeneratorCriticFuser,Baseline,54.57,10.508147500000009,1939255,567857,0.0,0,0
106,106,HotpotQA,SimplifiedBaleen,MIPROv2-lite,55.0,10.08657500000001,2505062,167880,32.658680000000025,8137132,608625
107,107,RAGQAArena,Predict,BootstrapFewShotRandomSearch,51.07,5.104629999999988,960140,206812,46.59642250000029,8693505,2406842
108,108,SWEValidity,Predict,MIPROv2,72.25,2.9257449999999983,1151042,5182,64.30471499999997,34161007,76794
109,109,Iris,GeneratorCriticFuser,MIPROv2,72.0,1.1826199999999991,123088,87490,46.16798500000007,9657265,2641352
110,110,Scone,Predict,BootstrapFewShotRandomSearch,94.4,0.6681450000000021,241338,6480,7.160840000000024,2565896,74610
111,111,HotpotQA,SimplifiedBaleen,BootstrapFewShotRandomSearch,56.6,7.587137500000016,1947499,144127,93.49664499999945,24592650,1665742
112,112,HumanEval,GeneratorCriticFuser,MIPROv2,86.59,3.5889225000000007,861785,216502,92.69437250000009,21377599,5601999
113,113,Scone,Predict,MIPROv2,90.8,0.6556274999999999,236319,6483,6.474752499999967,2330587,71836
114,114,Iris,GeneratorCriticFuser,MIPROv2-lite,74.67,1.1620075000000007,122203,85650,21.787642500000004,3977948,923431
115,115,HotpotQA,Predict,MIPROv2-lite,36.4,0.6569474999999996,222339,10110,2.8496099999999984,942816,49486
116,116,GSM8K,CoT,MIPROv2,96.2,0.0,419090,114246,0.0,5415108,1169473
117,117,Scone,GeneratorCriticRanker,MIPROv2,98.6,8.760332500000006,1605309,474706,81.28122000000008,16135825,5027553
118,118,MATH,GeneratorCriticRanker,Baseline,68.0,17.988782500000028,726917,1617149,0.0,0,0
119,119,MATH,GeneratorCriticFuser,BootstrapFewShotRandomSearch,69.2,29.52052749999999,3734271,1631637,318.16108499999825,32049962,21128530
120,120,MATH,GeneratorCriticFuser,MIPROv2-lite,72.6,28.81576249999999,4002333,1458849,101.3622075,10475871,6633189
121,121,Judge,Predict,MIPROv2-lite,58.57,1.694497500000001,585875,23653,7.6141475,3667979,29737
122,122,Judge,GeneratorCriticRanker,BootstrapFewShot,58.0,19.481072500000007,7487933,773340,0.1843625,28897,11212
123,123,MMLU,RAG,BootstrapFewShot,84.4,6.736465000000002,1757898,57852,0.0152975,4871,312
124,124,HumanEval,CoT,MIPROv2-lite,84.15,0.4870649999999999,75850,29744,5.354092500000011,905409,274401
125,125,Judge,Predict,Baseline,58.57,1.6944975000000022,585875,23653,0.0,0,0
126,126,Scone,GeneratorCriticRanker,Baseline,97.0,6.531362500000003,679525,483255,0.0,0,0
127,127,GSM8K,GeneratorCriticFuser,MIPROv2,95.0,13.135787499999998,3130235,800924,124.81611750000006,25175846,8382286
128,128,MATH,Predict,BootstrapFewShot,34.2,0.9022974999999998,329255,7916,0.00626,1932,143
129,129,hover,Predict,MIPROv2,41.0,9.179982500000008,4101101,161428,73.15621500000009,43905605,1613021
130,130,RAGQAArena,RAG,BootstrapFewShotRandomSearch,57.41,15.841017500000012,3915531,228867,110.64094249999998,26563993,2499880
131,131,HotpotQAConditional,SimplifiedBaleenWithInst,MIPROv2-lite,36.5,2.8964549999999982,741066,59723,17.09858749999996,4283223,467581
132,132,Scone,GeneratorCriticFuser,BootstrapFewShotRandomSearch,98.4,10.278612499999992,1822625,430461,123.73816250000004,22766125,5169341
133,133,Judge,Predict,BootstrapFewShot,61.71,3.3211325,1936973,4910,0.020965,7966,105
134,134,GSM8K,GeneratorCriticRanker,BootstrapFewShot,87.2,20.961867500000007,3628335,815119,0.0964625,9037,7387
135,135,Judge,GeneratorCriticRanker,MIPROv2-lite,64.57,13.6941625,3833049,653986,39.4198799999999,11853576,1831058
136,136,Iris,GeneratorCriticFuser,BootstrapFewShotRandomSearch,74.67,1.1620075000000007,122203,85650,26.94262250000008,4963533,1134979
137,137,Iris,CoT,MIPROv2,73.33,0.0,22125,9419,3.780074999999995,1695738,328031
138,138,RAGQAArena,CoT,MIPROv2-lite,48.16,3.568092499999998,570909,214082,15.375429999999998,2582480,865411
139,139,HotpotQA,RAG,MIPROv2-lite,53.4,4.670777499999998,1215339,49899,15.863555000000012,4187558,208026
140,140,HumanEval,Predict,MIPROv2-lite,81.71,0.233375,64862,7122,2.6638550000000003,639514,103574
141,141,SWEValidity,CoT,MIPROv2-lite,72.75,0.0,1252242,95548,26.00594749999999,13104122,514143
142,142,HotpotQA,Predict,BootstrapFewShotRandomSearch,37.0,0.6751275000000002,234339,8928,6.541272499999998,2162385,113531
143,143,Scone,GeneratorCriticFuser,MIPROv2-lite,98.6,11.644647500000016,2317887,457505,37.76643750000006,6722527,1748124
144,144,HumanEval,Predict,MIPROv2,85.37,0.2523249999999999,28290,18160,7.270552499999998,1569341,353716
145,145,HotpotQAConditional,SimplifiedBaleenWithInst,BootstrapFewShot,36.5,4.709680000000004,1236400,58172,0.18253,40316,8174
146,146,Judge,CoT,Baseline,61.43,2.220015000000002,574946,78873,0.0,0,0
147,147,Iris,Predict,MIPROv2,80.0,0.0646424999999999,21525,1083,3.272379999999984,1187156,35160
148,148,Iris,Predict,BootstrapFewShotRandomSearch,92.0,0.09643,34200,1093,1.6264599999999871,603468,16490
149,149,MATH,Predict,MIPROv2-lite,35.4,0.8519274999999998,308755,8004,2.7974124999999974,973005,36719
150,150,SWEVerifiedAnnotationTask,CoT,BootstrapFewShotRandomSearch,72.75,4.088005000000002,1252242,95548,173.56371249999953,47654817,1439851
151,151,RAGQAArena,RAG,BootstrapFewShot,57.35,15.440849999999976,3821696,220949,0.136645,30474,6046
152,152,HotpotQA,GeneratorCriticFuser,BootstrapFewShotRandomSearch,45.2,13.086837499999996,2614195,432639,117.5001549999999,21262578,5073539
153,153,MMLU,SimplifiedBaleen,BootstrapFewShot,83.2,17.359552500000003,4337569,207291,0.0394275,10815,1239
154,154,HotpotQAConditional,SimplifiedBaleen,MIPROv2,3.5,0.006925,247336,62283,41.64043000000006,13970626,1420830
155,155,HumanEval,CoT,BootstrapFewShot,82.93,0.6781950000000003,139154,20551,0.0101975,1099,745
156,156,HeartDisease,CoT,MIPROv2,71.71,0.6721600000000003,264744,26918,15.383647500000055,5281527,580799
157,157,SWEValidity,CoT,BootstrapFewShotRandomSearch,72.75,0.0,1252242,95548,88.92470999999973,47662516,1446153
158,158,HotpotQAConditional,Predict,Baseline,0.0,0.1731175,31295,9488,0.0,0,0
159,159,MMLU,GeneratorCriticRanker,BootstrapFewShotRandomSearch,85.6,10.821059999999992,1891712,534602,153.1362624999988,33111593,4905360
160,160,HeartDisease,Predict,BootstrapFewShot,67.76,0.4693800000000001,193760,1970,0.0171675,6503,91
161,161,HumanEval,GeneratorCriticRanker,BootstrapFewShot,76.83,5.734545000000001,1088302,192339,0.099745,9694,7551
162,162,Scone,CoT,BootstrapFewShotRandomSearch,98.4,1.4237250000000006,394338,43788,15.320937500000024,3954451,543481
163,163,hover,MultiHopSummarize,MIPROv2-lite,50.2,0.0,4622214,308628,0.0,10558088,1265360
164,164,Scone,GeneratorCriticRanker,MIPROv2-lite,98.8,11.952492500000009,2349425,471893,36.97191250000002,6476509,1786864
165,165,GSM8K,Predict,Baseline,85.6,0.0,101590,123436,0.0,0,0
166,166,HotpotQAConditional,SimplifiedBaleen,BootstrapFewShot,4.0,4.4221125000000026,1158605,58368,0.6162225000000003,131501,28747
167,167,MMLU,RAG,MIPROv2-lite,84.2,6.8623850000000095,1768398,65835,20.88868999999997,5827516,204134
168,168,hover,Predict,BootstrapFewShot,33.8,0.0,6454389,129366,0.0,21780,2284
169,169,Iris,CoT,BootstrapFewShotRandomSearch,73.33,0.1517525,22125,9644,3.288272499999997,854529,115195
170,170,Iris,Predict,MIPROv2-lite,92.0,0.0971799999999999,34500,1093,1.380302500000003,493137,19457
171,171,HumanEval,GeneratorCriticFuser,BootstrapFewShot,87.8,5.69832,1083300,191855,0.099535,9706,7527
172,172,IReRa,RAGBasedRank,MIPROv2-lite,76.64,5.777360000000007,1417228,105317,9.166317500000018,2149907,266035
173,173,Scone,CoT,BootstrapFewShot,98.2,1.6793450000000014,493838,44475,0.0100925,2069,492
174,174,RAGQAArena,RAG,MIPROv2-lite,58.14,5.449304999999997,1142810,258908,35.35314500000006,8415434,886432
175,175,MATH,CoT,Baseline,72.0,2.918517499999999,130243,259291,0.0,0,0
176,176,MMLU,RAG,BootstrapFewShotRandomSearch,84.4,7.194575000000001,1872398,59326,54.80445749999992,15403607,564568
177,177,SWEVerifiedAnnotationTask,UnderspecifiedAnnotationGenerator,BootstrapFewShotRandomSearch,84.75,3.7332350000000014,1205442,71419,176.75129500000045,49669086,1007186
178,178,IReRa,RAGBasedRank,BootstrapFewShotRandomSearch,81.11,4.117752500000003,903269,120934,7.088222499999998,1664405,197649
179,179,MMLU,GeneratorCriticFuser,MIPROv2,84.2,10.28023,3093036,502908,93.41263500000024,27838453,4197127
180,180,HeartDisease,CoT,Baseline,63.16,0.5455200000000001,100888,29330,0.0,0,0
181,181,HotpotQAConditional,Predict,BootstrapFewShot,0.5,0.2884775000000002,98895,4124,0.1404825,41901,3573
182,182,SWEVerifiedAnnotationTask,CoT,BootstrapFewShot,69.0,18.55784499999999,5018242,105336,0.0470625,13973,1213
183,183,HumanEval,GeneratorCriticRanker,MIPROv2,70.73,3.727395000000001,789498,229029,95.52520250000023,23026524,5626144
184,184,GSM8K,GeneratorCriticFuser,MIPROv2-lite,94.8,13.840015,2220230,700752,50.3772649999998,7237950,2833919
185,185,IReRa,CoT,BootstrapFewShot,9.51,0.8199274999999996,209147,29706,0.0224375,3003,1493
186,186,Iris,CoT,Baseline,73.33,0.1517525,22125,9644,0.0,0,0
187,187,MATH,CoT,BootstrapFewShot,70.0,6.140825000000003,1038802,241246,0.0204875,1419,1694
188,188,HumanEval,Predict,Baseline,82.93,0.1877499999999999,23616,12871,0.0,0,0
189,189,hover,MultiHopSummarize,MIPROv2,52.2,10.88369000000002,4069328,333469,20.708667500000026,37052786,3271694
190,190,GSM8K,GeneratorCriticRanker,MIPROv2-lite,96.4,18.58291249999998,3300389,689770,54.5433849999998,8350650,2698420
191,191,HumanEval,GeneratorCriticFuser,BootstrapFewShotRandomSearch,82.93,6.080875000000003,1186266,190401,63.68850999999999,11060908,2707736
192,192,MMLU,SimplifiedBaleen,MIPROv2,83.2,5.886837499999985,1718767,270208,74.54106999999975,29140318,2039873
193,193,MMLU,SimplifiedBaleen,MIPROv2-lite,84.4,8.275572500000015,1727121,272577,33.781525,8692010,769310
194,194,GSM8K,CoT,BootstrapFewShotInfer,95.2,4.350685,2541098,93858,27.20053499999993,15333298,583065
195,195,MATH,GeneratorCriticRanker,MIPROv2-lite,67.6,20.672705,1887710,1478863,87.04478499999979,6539778,6744110
196,196,MMLU,GeneratorCriticRanker,Baseline,83.8,7.645509999999985,762956,573812,0.0,0,0
197,197,HumanEval,Predict,BootstrapFewShot,79.27,0.32321,99876,7352,0.0076725,1445,406
198,198,MMLU,GeneratorCriticRanker,MIPROv2-lite,84.2,12.833624999999998,1942330,676468,45.060474999999954,8886798,1761436
199,199,Iris,CoT,BootstrapFewShot,90.67,0.266065,75750,7669,0.0083,1932,347
200,200,SWEUnderspecified,Predict,BootstrapFewShot,82.5,7.587834999999999,4814642,5187,0.02929,11508,52
201,201,SWEUnderspecified,CoT,Baseline,84.75,0.0,1205442,71419,0.0,0,0
202,202,RAGQAArena,Predict,BootstrapFewShot,52.0,4.355822500000008,906913,208614,0.1002524999999999,18093,5502
203,203,SWEVerifiedAnnotationTask,CoT,Baseline,72.75,4.088005000000001,1252242,95548,0.0,0,0
204,204,HumanEval,GeneratorCriticRanker,Baseline,79.27,2.48651,238476,188776,0.0,0,0
205,205,MATH,GeneratorCriticRanker,BootstrapFewShotRandomSearch,68.8,24.7737075,2582043,1587028,309.2887324999992,30186393,20936371
206,206,Scone,CoT,MIPROv2,98.4,1.0267650000000008,146838,65967,12.673367500000044,3101218,551304
207,207,Iris,Predict,Baseline,92.0,0.0,19650,1019,0.0,0,0
208,208,Iris,CoT,MIPROv2-lite,73.33,0.1517525,22125,9644,2.828057499999999,702703,107130
209,209,GSM8K,CoT,BootstrapFewShotRandomSearch,96.6,0.0,607090,108450,0.0,6130178,1274829
210,210,MATH,CoT,MIPROv2-lite,71.0,3.5308274999999982,413947,249596,16.929499999999972,1992844,1097779
211,211,HotpotQA,RAG,MIPROv2,51.2,2.169185000000001,1039862,52793,23.07806499999997,9176810,532772
212,212,Iris,GeneratorCriticRanker,BootstrapFewShot,86.67,2.2977549999999973,463310,74444,0.0543675,7003,3686
213,213,HeartDisease,Predict,BootstrapFewShotRandomSearch,76.32,0.4425700000000002,169136,1973,7.127515000000004,2764066,34423
214,214,HotpotQAConditional,Predict,MIPROv2,0.5,0.2115775,66495,4534,5.392972499999998,1741213,111693
215,215,GSM8K,GeneratorCriticRanker,MIPROv2,95.2,12.052950000000008,1855884,821516,112.00486249999996,19204938,8048985
216,216,HotpotQAConditional,Predict,BootstrapFewShotRandomSearch,0.5,0.2884775000000002,98895,4124,5.459062500000004,1734745,112220
217,217,MMLU,CoT,MIPROv2,86.2,1.7474425000000022,452521,61758,19.97008999999996,6590198,566457
218,218,MMLU,Predict,BootstrapFewShotRandomSearch,82.6,1.6074925000000009,629021,6470,15.909187499999987,6570219,76588
219,219,MMLU,SimplifiedBaleen,Baseline,83.2,4.1232950000000015,756802,223129,0.0,0,0
220,220,MATH,Predict,BootstrapFewShotRandomSearch,35.0,0.9317675000000004,341255,7863,8.15999500000002,2928282,84073
221,221,Judge,GeneratorCriticFuser,MIPROv2-lite,61.71,13.784222500000002,4526745,593888,39.72169749999996,12219887,1814862
222,222,HotpotQA,CoT,MIPROv2-lite,44.6,1.71024,472816,52820,5.477819999999993,1309172,220489
223,223,MATH,GeneratorCriticFuser,MIPROv2,70.8,19.76718250000004,2999145,1524980,232.28347249999985,27235837,18762497
224,224,MMLU,GeneratorCriticFuser,Baseline,83.6,7.587294999999999,771938,565745,0.0,0,0
225,225,Judge,CoT,MIPROv2-lite,64.0,2.22079,582888,76597,10.246392499999986,3649953,286343
226,226,hover,MultiHopSummarize,BootstrapFewShotRandomSearch,52.4,0.0,6005334,312138,0.0,54576541,3728563
227,227,HotpotQAConditional,SimplifiedBaleenWithInst,BootstrapFewShotRandomSearch,35.5,3.447167499999999,898643,54296,56.426322499999934,14965861,1079855
228,228,HotpotQA,GeneratorCriticRanker,MIPROv2,44.2,7.946792500000003,1491717,493206,84.01600500000016,17123858,5060812
229,229,HotpotQA,SimplifiedBaleen,Baseline,53.0,3.150572499999997,618029,160550,0.0,0,0
230,230,SWEValidity,Predict,MIPROv2-lite,71.25,7.420714999999999,4885842,5187,25.202459999999988,13395109,42779
231,231,IReRa,RAG,BootstrapFewShot,77.28,0.9813875,271339,30304,0.00705,980,460
232,232,HumanEval,GeneratorCriticFuser,MIPROv2-lite,85.37,3.6176975,450703,226806,37.842209999999966,5509692,2062462
233,233,IReRa,RAGBasedRank,BootstrapFewShot,77.28,5.545187500000002,1405091,89838,0.025625,4214,1509
234,234,HotpotQAConditional,SimplifiedBaleen,MIPROv2-lite,3.5,1.2409225,247333,62259,20.388129999999983,5120308,521360
235,235,Iris,GeneratorCriticRanker,Baseline,81.33,1.1693725000000006,118753,87249,0.0,0,0
236,236,MATH,GeneratorCriticRanker,MIPROv2,67.4,18.899952500000023,1838109,1504820,220.89408749999976,21814506,18130014
237,237,MATH,Predict,Baseline,32.0,0.3476774999999999,107755,7829,0.0,0,0
